dataset,source_row_id,task_label,source_study_id,source_citation,source_doi_or_url,original_material_label,verified_material_group,grouping_rule,provenance_confidence
Dataset III,10,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,11,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,12,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,13,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,14,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,15,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,16,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,17,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,18,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,19,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,20,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,21,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,22,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,23,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,24,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,25,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,26,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,27,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,28,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,29,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,30,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,31,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,32,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,33,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,34,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,35,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,36,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,37,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,38,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,39,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,40,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,41,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,42,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,43,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,44,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,45,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,46,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,47,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,48,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,49,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,50,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,51,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,52,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,53,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,54,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,55,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,56,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,57,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,58,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,59,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB800,Kwak2020_Pine::PB800,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,60,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,61,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,62,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,63,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,64,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,65,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,66,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,67,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,68,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,69,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,70,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,71,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,72,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,73,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,74,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,75,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,76,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,77,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,78,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,79,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,80,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,81,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,82,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,83,IBF,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,84,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,85,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,86,CBZ,Kwak2020_Pine,"Kwak et al., Effects of the pyrolysis temperature on adsorption of carbamazepine and ibuprofen by NaOH pre-treated pine sawdust biochars, Journal of Korean Society of Environmental Engineers 42 (2020) 29-39.",,PB600,Kwak2020_Pine::PB600,source study + source-specific material label,material label and source study verified from source article/SI
